city,area,parking_lot_name,day_of_week,time_of_day,is_weekend,is_holiday,weather_condition,temperature_c,traffic_density,distance_from_user_km,vehicle_type,base_price,dynamic_multiplier,final_price,event_nearby,total_slots,occupied_slots,free_slots,slots_free_in_15min,future_bookings_15min,availability_score
Pune,Kharadi,kharadi_it_park,Monday,19.13,0,0,Clear,31.1,0.627,2.32,car,50.0,1.2,60.0,0,400,280,120,147,18,0.3132
Pune,Hadapsar,amanora_mall,Tuesday,9.3,0,0,Clear,36.3,0.629,20.55,car,50.0,1.5,75.0,0,800,699,101,190,39,0.1443
Pune,Magarpatta,seasons_mall,Sunday,6.57,1,0,Clear,26.1,0.1,17.6,motorcycle,50.0,0.8,40.0,0,600,48,552,555,228,0.8347
Pune,Kharadi,eon_it_park,Thursday,21.78,0,0,Cloudy,28.0,0.268,20.61,car,50.0,1.0,50.0,0,350,110,240,255,68,0.7031
Pune,Magarpatta,seasons_mall,Monday,16.95,0,0,Cloudy,33.0,0.554,13.22,bicycle,50.0,1.0,50.0,0,600,348,252,282,63,0.5389
Pune,Kharadi,eon_it_park,Thursday,13.03,0,0,Rainy,27.0,0.739,24.43,motorcycle,50.0,1.8,90.0,0,350,343,7,44,2,0.02
Pune,Magarpatta,seasons_mall,Thursday,19.7,0,0,Cloudy,26.5,0.948,5.6,motorcycle,50.0,1.0,50.0,0,600,198,402,416,103,0.9144
Pune,Hadapsar,amanora_mall,Tuesday,18.68,0,0,Cloudy,32.1,0.677,13.31,scooter,50.0,1.56,78.0,1,800,507,293,337,128,0.5128
Pune,Magarpatta,seasons_mall,Sunday,14.27,1,0,Cloudy,20.3,0.701,20.98,motorcycle,50.0,0.8,40.0,0,600,85,515,520,98,0.9165
Pune,Magarpatta,seasons_mall,Monday,13.35,0,1,Cloudy,36.2,0.622,24.67,car,50.0,0.8,40.0,0,600,35,565,569,248,0.98
Pune,Hadapsar,amanora_mall,Monday,6.42,0,0,Clear,36.4,0.1,13.99,car,50.0,0.8,40.0,0,800,76,724,733,257,0.8588
Pune,Hadapsar,amanora_mall,Monday,12.5,0,1,Cloudy,25.3,0.451,16.21,scooter,50.0,0.8,40.0,0,800,153,647,658,160,0.9037
Pune,Kharadi,kharadi_it_park,Wednesday,11.63,0,0,Clear,17.9,0.493,19.85,motorcycle,50.0,1.5,75.0,0,400,355,45,70,20,0.2563
Pune,Magarpatta,seasons_mall,Tuesday,16.78,0,0,Rainy,24.7,1.0,21.25,car,50.0,1.44,72.0,0,600,457,143,178,34,0.3289
Pune,Kharadi,eon_it_park,Thursday,22.42,0,0,Cloudy,40.9,0.2,6.61,car,50.0,0.8,40.0,0,350,47,303,307,74,0.98
Pune,Kharadi,kharadi_it_park,Saturday,15.47,1,0,Rainy,29.2,0.782,17.0,car,50.0,1.2,60.0,0,400,201,199,222,58,0.6042
Pune,Kharadi,kharadi_it_park,Tuesday,14.4,0,0,Cloudy,22.2,0.74,3.85,car,50.0,1.5,75.0,0,400,365,35,87,14,0.1732
Pune,Kharadi,kharadi_it_park,Monday,22.37,0,0,Cloudy,22.3,0.1,1.69,car,50.0,1.0,50.0,0,400,122,278,286,58,0.5533
Pune,Hadapsar,amanora_mall,Thursday,11.77,0,0,Rainy,25.5,0.96,0.67,motorcycle,50.0,1.44,72.0,0,800,518,282,345,95,0.3166
Pune,Hadapsar,amanora_mall,Monday,18.87,0,0,Cloudy,29.6,0.843,15.8,motorcycle,50.0,1.0,50.0,0,800,308,492,533,87,0.6323
Pune,Magarpatta,seasons_mall,Tuesday,16.43,0,0,Clear,38.0,0.488,6.18,scooter,50.0,1.2,60.0,0,600,371,229,254,66,0.5035
Pune,Kharadi,kharadi_it_park,Tuesday,22.05,0,0,Rainy,28.2,0.654,16.82,car,50.0,1.2,60.0,0,400,149,251,269,61,0.5943
Pune,Kharadi,kharadi_it_park,Monday,10.9,0,0,Clear,28.9,0.892,17.95,motorcycle,50.0,1.5,75.0,0,400,392,8,49,2,0.02
Pune,Kharadi,eon_it_park,Tuesday,19.5,0,0,Rainy,29.4,0.963,12.07,motorcycle,50.0,1.8,90.0,0,350,281,69,103,21,0.148
Pune,Magarpatta,seasons_mall,Friday,16.72,0,0,Cloudy,32.0,0.644,13.25,scooter,50.0,1.0,50.0,0,600,339,261,301,94,0.4692
Pune,Hadapsar,amanora_mall,Sunday,10.3,1,0,Cloudy,28.7,0.634,14.97,scooter,50.0,1.0,50.0,0,800,296,504,532,143,0.3963
Pune,Kharadi,kharadi_it_park,Wednesday,13.7,0,0,Rainy,30.3,0.708,16.76,motorcycle,50.0,1.8,90.0,0,400,392,8,50,2,0.02
Pune,Kharadi,kharadi_it_park,Sunday,8.67,1,0,Cloudy,29.4,0.683,12.48,motorcycle,50.0,1.0,50.0,0,400,194,206,232,76,0.409
Pune,Kharadi,pict_campus,Sunday,19.88,1,0,Clear,33.4,0.803,16.04,motorcycle,50.0,0.8,40.0,0,500,132,368,382,62,0.6862
Pune,Kharadi,kharadi_it_park,Friday,11.97,0,0,Clear,17.3,0.451,19.32,car,50.0,1.5,75.0,0,400,347,53,72,15,0.1591
Pune,Kharadi,kharadi_it_park,Wednesday,7.5,0,0,Cloudy,24.8,0.464,13.73,motorcycle,50.0,0.8,40.0,0,400,118,282,298,97,0.5892
Pune,Magarpatta,seasons_mall,Wednesday,17.37,0,1,Cloudy,26.5,0.611,24.12,motorcycle,50.0,0.8,40.0,0,600,70,530,537,141,0.9581
Pune,Kharadi,kharadi_it_park,Thursday,13.77,0,0,Rainy,31.9,0.884,13.51,motorcycle,50.0,1.8,90.0,0,400,392,8,39,1,0.02
Pune,Magarpatta,seasons_mall,Thursday,8.77,0,0,Clear,30.7,0.946,10.49,scooter,50.0,1.2,60.0,0,600,417,183,223,31,0.0616
Pune,Hadapsar,amanora_mall,Saturday,8.23,1,0,Cloudy,29.2,0.709,10.13,car,50.0,1.0,50.0,0,800,245,555,590,223,0.4765
Pune,Kharadi,eon_it_park,Friday,16.18,0,0,Cloudy,33.7,0.511,12.03,car,50.0,1.5,75.0,0,350,294,56,77,22,0.0868
Pune,Kharadi,pict_campus,Wednesday,8.68,0,0,Clear,30.2,0.69,17.46,car,50.0,1.5,75.0,0,500,490,10,37,2,0.02
Pune,Kharadi,eon_it_park,Saturday,12.08,1,0,Rainy,24.0,0.788,13.07,car,50.0,1.87,93.6,1,350,250,100,123,31,0.191
Pune,Kharadi,pict_campus,Monday,8.12,0,0,Cloudy,31.2,0.652,4.86,car,50.0,1.5,75.0,0,500,490,10,67,3,0.0325
Pune,Kharadi,eon_it_park,Friday,7.23,0,0,Cloudy,17.4,0.277,13.05,car,50.0,0.8,40.0,0,350,63,287,295,60,0.9515
Pune,Kharadi,eon_it_park,Friday,8.33,0,0,Clear,29.1,0.647,14.68,scooter,50.0,1.5,75.0,0,350,343,7,44,2,0.02
Pune,Kharadi,pict_campus,Wednesday,6.45,0,0,Cloudy,24.0,0.1,21.12,motorcycle,50.0,0.8,40.0,0,500,138,362,378,128,0.818
Pune,Kharadi,pict_campus,Sunday,22.92,1,0,Clear,30.0,0.3,15.91,scooter,50.0,0.8,40.0,0,500,25,475,477,161,0.8774
Pune,Kharadi,pict_campus,Tuesday,14.02,0,0,Cloudy,16.3,0.467,2.15,bicycle,50.0,1.95,97.5,1,500,490,10,65,2,0.168
Pune,Hadapsar,amanora_mall,Wednesday,16.97,0,1,Clear,20.3,0.604,23.72,scooter,50.0,0.8,40.0,0,800,59,741,746,252,0.98
Pune,Kharadi,kharadi_it_park,Friday,7.85,0,0,Cloudy,28.3,0.456,5.02,scooter,50.0,0.8,40.0,0,400,87,313,319,127,0.7754
Pune,Kharadi,kharadi_it_park,Sunday,10.48,1,0,Clear,37.1,0.905,23.62,car,50.0,1.0,50.0,0,400,159,241,253,63,0.5257
Pune,Kharadi,pict_campus,Wednesday,18.95,0,0,Rainy,25.4,1.0,21.42,bicycle,50.0,1.44,72.0,0,500,331,169,190,28,0.31
Pune,Hadapsar,amanora_mall,Tuesday,7.23,0,0,Cloudy,29.8,0.372,18.24,motorcycle,50.0,0.8,40.0,0,800,131,669,687,279,0.7342
Pune,Kharadi,eon_it_park,Monday,14.5,0,0,Clear,20.2,0.773,20.1,scooter,50.0,1.95,97.5,1,350,343,7,57,3,0.0361
Pune,Kharadi,eon_it_park,Tuesday,16.25,0,0,Clear,27.9,0.794,0.84,car,50.0,1.2,60.0,0,350,236,114,144,48,0.4129
Pune,Kharadi,kharadi_it_park,Tuesday,15.18,0,1,Clear,29.5,0.583,16.94,motorcycle,50.0,0.8,40.0,0,400,75,325,333,135,0.7562
Pune,Hadapsar,amanora_mall,Friday,13.73,0,0,Cloudy,26.7,0.454,8.92,scooter,50.0,1.2,60.0,0,800,503,297,340,57,0.4937
Pune,Magarpatta,seasons_mall,Thursday,13.63,0,0,Cloudy,25.3,0.644,10.38,scooter,50.0,1.0,50.0,0,600,357,243,283,86,0.2661
Pune,Kharadi,pict_campus,Saturday,13.85,1,0,Clear,40.7,0.647,9.09,scooter,50.0,1.3,65.0,1,500,212,288,316,52,0.7221
Pune,Kharadi,pict_campus,Tuesday,12.97,0,0,Cloudy,39.5,0.554,8.78,car,50.0,1.5,75.0,0,500,405,95,128,33,0.0832
Pune,Kharadi,pict_campus,Sunday,18.28,1,0,Rainy,31.4,1.0,19.98,scooter,50.0,0.96,48.0,0,500,132,368,380,98,0.8369
Pune,Hadapsar,amanora_mall,Saturday,20.22,1,0,Cloudy,28.8,0.123,18.09,scooter,50.0,0.8,40.0,0,800,40,760,765,237,0.8743
Pune,Magarpatta,seasons_mall,Friday,17.3,0,0,Cloudy,29.2,0.784,4.37,motorcycle,50.0,1.0,50.0,0,600,285,315,339,127,0.5688
Pune,Kharadi,eon_it_park,Sunday,11.42,1,0,Cloudy,41.9,0.635,22.34,motorcycle,50.0,1.0,50.0,0,350,147,203,221,53,0.4475
Pune,Kharadi,pict_campus,Thursday,13.9,0,0,Cloudy,38.7,0.792,3.78,scooter,50.0,1.2,60.0,0,500,375,125,165,28,0.1506
Pune,Kharadi,kharadi_it_park,Friday,8.1,0,0,Clear,36.9,0.953,17.63,car,50.0,1.5,75.0,0,400,392,8,31,2,0.02
Pune,Kharadi,pict_campus,Friday,7.35,0,0,Cloudy,28.5,0.455,11.14,car,50.0,0.8,40.0,0,500,104,396,409,78,0.8376
Pune,Kharadi,kharadi_it_park,Saturday,10.62,1,0,Clear,26.1,0.759,2.43,car,50.0,1.56,78.0,1,400,271,129,167,27,0.2208
Pune,Kharadi,kharadi_it_park,Sunday,12.77,1,0,Clear,25.8,0.674,19.12,motorcycle,50.0,1.0,50.0,0,400,141,259,273,101,0.7465
Pune,Kharadi,kharadi_it_park,Wednesday,16.4,0,0,Cloudy,30.0,0.575,3.68,motorcycle,50.0,1.5,75.0,0,400,368,32,65,12,0.0995
Pune,Kharadi,eon_it_park,Saturday,22.58,1,0,Cloudy,36.8,0.1,18.15,car,50.0,0.8,40.0,0,350,42,308,310,92,0.98
Pune,Kharadi,eon_it_park,Tuesday,12.47,0,0,Cloudy,31.0,0.66,4.75,scooter,50.0,1.5,75.0,0,350,311,39,69,6,0.02
Pune,Kharadi,eon_it_park,Friday,16.98,0,0,Cloudy,29.5,0.645,2.71,car,50.0,1.5,75.0,0,350,288,62,82,10,0.1197
Pune,Magarpatta,seasons_mall,Tuesday,22.98,0,0,Cloudy,30.4,0.1,2.53,car,50.0,0.8,40.0,0,600,41,559,563,223,0.98
Pune,Magarpatta,seasons_mall,Friday,8.72,0,0,Cloudy,30.4,0.736,8.79,motorcycle,50.0,1.2,60.0,0,600,396,204,227,78,0.135
Pune,Kharadi,kharadi_it_park,Friday,21.15,0,0,Cloudy,26.3,0.24,11.29,motorcycle,50.0,0.8,40.0,0,400,96,304,312,57,0.8674
Pune,Magarpatta,seasons_mall,Friday,12.83,0,0,Cloudy,29.4,0.799,17.76,motorcycle,50.0,1.2,60.0,0,600,411,189,228,34,0.1876
Pune,Kharadi,pict_campus,Sunday,22.28,1,0,Cloudy,40.2,0.185,16.27,car,50.0,0.8,40.0,0,500,33,467,469,187,0.9021
Pune,Magarpatta,seasons_mall,Thursday,10.23,0,0,Rainy,30.3,1.0,15.97,motorcycle,50.0,1.44,72.0,0,600,477,123,176,28,0.1164
Pune,Kharadi,pict_campus,Thursday,21.5,0,0,Rainy,27.6,0.643,22.36,car,50.0,0.96,48.0,0,500,128,372,386,122,0.6401
Pune,Kharadi,eon_it_park,Thursday,19.57,0,0,Clear,34.2,0.654,24.92,car,50.0,1.2,60.0,0,350,220,130,160,58,0.4782
Pune,Kharadi,pict_campus,Tuesday,16.73,0,0,Clear,36.5,0.426,24.18,scooter,50.0,1.5,75.0,0,500,425,75,122,25,0.2384
Pune,Kharadi,pict_campus,Sunday,19.8,1,0,Cloudy,25.1,0.964,8.66,scooter,50.0,1.3,65.0,1,500,211,289,307,83,0.5508
Pune,Kharadi,pict_campus,Tuesday,18.57,0,1,Rainy,30.6,1.0,11.44,motorcycle,50.0,0.96,48.0,0,500,56,444,450,75,0.8414
Pune,Kharadi,eon_it_park,Friday,18.73,0,0,Rainy,30.1,1.0,13.59,scooter,50.0,1.8,90.0,0,350,283,67,102,12,0.2695
Pune,Kharadi,pict_campus,Monday,22.07,0,0,Cloudy,22.7,0.1,20.1,car,50.0,0.8,40.0,0,500,116,384,390,170,0.6373
Pune,Kharadi,eon_it_park,Friday,14.3,0,0,Cloudy,26.9,0.401,4.05,car,50.0,1.5,75.0,0,350,304,46,83,10,0.07
Pune,Hadapsar,amanora_mall,Tuesday,19.55,0,0,Cloudy,29.9,0.732,10.46,motorcycle,50.0,1.0,50.0,0,800,395,405,438,144,0.6862
Pune,Kharadi,pict_campus,Wednesday,11.35,0,0,Cloudy,24.5,0.613,24.82,car,50.0,1.2,60.0,0,500,388,112,153,25,0.1749
Pune,Kharadi,eon_it_park,Tuesday,21.63,0,0,Clear,34.1,0.223,23.57,bicycle,50.0,0.8,40.0,0,350,68,282,288,82,0.7249
Pune,Kharadi,eon_it_park,Friday,6.12,0,0,Rainy,25.6,0.36,5.49,car,50.0,1.56,78.0,1,350,168,182,198,32,0.3808
Pune,Kharadi,pict_campus,Wednesday,7.7,0,0,Clear,35.3,0.363,19.73,car,50.0,0.8,40.0,0,500,144,356,366,135,0.6278
Pune,Magarpatta,seasons_mall,Wednesday,7.78,0,0,Cloudy,39.2,0.15,13.37,bicycle,50.0,0.8,40.0,0,600,131,469,475,164,0.7069
Pune,Kharadi,eon_it_park,Saturday,11.13,1,0,Clear,27.8,0.8,22.81,motorcycle,50.0,1.3,65.0,1,350,177,173,188,46,0.4098
Pune,Kharadi,eon_it_park,Sunday,15.67,1,0,Rainy,30.2,0.778,18.81,car,50.0,1.2,60.0,0,350,143,207,223,48,0.654
Pune,Kharadi,eon_it_park,Friday,9.6,0,0,Cloudy,27.1,0.795,10.35,motorcycle,50.0,1.5,75.0,0,350,343,7,40,1,0.02
Pune,Kharadi,kharadi_it_park,Monday,13.68,0,0,Rainy,30.2,1.0,1.48,bicycle,50.0,1.8,90.0,0,400,392,8,42,3,0.0651
Pune,Kharadi,eon_it_park,Monday,21.13,0,0,Clear,22.7,0.373,3.63,motorcycle,50.0,0.8,40.0,0,350,82,268,272,119,0.6542
Pune,Magarpatta,seasons_mall,Saturday,21.55,1,0,Cloudy,36.7,0.1,4.33,scooter,50.0,1.04,52.0,1,600,70,530,535,226,0.7829
Pune,Magarpatta,seasons_mall,Saturday,15.92,1,0,Clear,26.4,0.696,1.34,scooter,50.0,0.8,40.0,0,600,83,517,523,102,0.8012
Pune,Hadapsar,amanora_mall,Monday,12.62,0,0,Cloudy,22.8,0.616,13.6,car,50.0,1.2,60.0,0,800,543,257,311,59,0.3756
Pune,Kharadi,pict_campus,Friday,19.43,0,0,Cloudy,27.0,0.722,21.99,car,50.0,1.95,97.5,1,500,437,63,100,28,0.3406
Pune,Magarpatta,seasons_mall,Friday,12.32,0,0,Clear,31.0,0.761,6.4,motorcycle,50.0,1.0,50.0,0,600,315,285,328,61,0.4923
Pune,Kharadi,kharadi_it_park,Tuesday,14.03,0,0,Rainy,26.2,0.98,16.25,scooter,50.0,1.8,90.0,0,400,392,8,47,3,0.051
Pune,Kharadi,eon_it_park,Thursday,12.72,0,0,Cloudy,30.9,0.747,1.94,car,50.0,1.2,60.0,0,350,277,73,106,30,0.337
Pune,Kharadi,eon_it_park,Sunday,21.88,1,0,Cloudy,41.8,0.365,18.46,car,50.0,0.8,40.0,0,350,38,312,317,88,0.9689
Pune,Magarpatta,seasons_mall,Monday,19.03,0,0,Clear,27.9,0.644,9.07,motorcycle,50.0,1.0,50.0,0,600,297,303,318,101,0.5692
Pune,Kharadi,pict_campus,Friday,17.32,0,0,Cloudy,26.9,0.717,11.33,motorcycle,50.0,1.2,60.0,0,500,329,171,206,45,0.5648
Pune,Kharadi,pict_campus,Thursday,8.05,0,0,Clear,40.7,0.73,22.84,car,50.0,1.5,75.0,0,500,474,26,57,11,0.02
Pune,Magarpatta,seasons_mall,Wednesday,7.15,0,1,Clear,32.5,0.187,10.65,motorcycle,50.0,0.8,40.0,0,600,30,570,571,115,0.98
Pune,Kharadi,kharadi_it_park,Monday,12.05,0,0,Cloudy,18.3,0.796,6.5,motorcycle,50.0,1.95,97.5,1,400,392,8,40,1,0.1103
Pune,Kharadi,pict_campus,Friday,9.78,0,0,Rainy,26.3,1.0,6.25,car,50.0,1.8,90.0,0,500,490,10,73,3,0.02
Pune,Hadapsar,amanora_mall,Tuesday,17.78,0,0,Rainy,31.9,1.0,20.34,car,50.0,1.44,72.0,0,800,509,291,365,46,0.3696
Pune,Kharadi,pict_campus,Monday,20.93,0,0,Cloudy,26.9,0.49,22.65,car,50.0,0.8,40.0,0,500,142,358,377,128,0.7723
Pune,Kharadi,pict_campus,Sunday,9.07,1,0,Clear,32.3,0.698,15.36,scooter,50.0,1.0,50.0,0,500,161,339,355,120,0.5412
Pune,Kharadi,eon_it_park,Sunday,16.33,1,0,Clear,40.7,0.421,14.94,scooter,50.0,0.8,40.0,0,350,97,253,259,69,0.8423
Pune,Hadapsar,amanora_mall,Friday,17.65,0,0,Cloudy,27.8,0.897,21.75,car,50.0,1.0,50.0,0,800,356,444,463,189,0.7187
Pune,Kharadi,eon_it_park,Monday,11.53,0,1,Cloudy,20.4,0.75,5.44,car,50.0,0.8,40.0,0,350,61,289,295,59,0.7122
Pune,Kharadi,pict_campus,Thursday,19.67,0,0,Cloudy,29.3,0.871,22.1,car,50.0,1.0,50.0,0,500,291,209,243,42,0.5806
Pune,Hadapsar,amanora_mall,Sunday,8.9,1,0,Clear,26.7,0.61,10.92,car,50.0,1.3,65.0,1,800,464,336,370,96,0.3214
Pune,Kharadi,kharadi_it_park,Sunday,13.48,1,0,Rainy,26.3,0.898,23.59,bicycle,50.0,1.87,93.6,1,400,242,158,176,33,0.3762
Pune,Kharadi,kharadi_it_park,Wednesday,18.87,0,0,Cloudy,25.9,0.873,13.37,scooter,50.0,1.0,50.0,0,400,231,169,199,30,0.4049
Pune,Hadapsar,amanora_mall,Thursday,6.15,0,0,Cloudy,20.6,0.233,3.49,motorcycle,50.0,0.8,40.0,0,800,108,692,701,222,0.98
Pune,Magarpatta,seasons_mall,Wednesday,21.78,0,0,Rainy,26.7,0.609,9.99,scooter,50.0,0.96,48.0,0,600,57,543,545,188,0.98
Pune,Magarpatta,seasons_mall,Wednesday,15.5,0,0,Rainy,26.1,0.748,1.95,car,50.0,1.2,60.0,0,600,274,326,343,118,0.6285
Pune,Kharadi,eon_it_park,Saturday,8.6,1,0,Cloudy,18.0,0.866,9.53,bicycle,50.0,1.0,50.0,0,350,165,185,208,45,0.3381
Pune,Kharadi,kharadi_it_park,Wednesday,17.93,0,0,Clear,33.0,0.712,15.66,bicycle,50.0,1.2,60.0,0,400,282,118,158,40,0.3182
Pune,Kharadi,pict_campus,Thursday,17.2,0,0,Cloudy,20.0,0.883,1.26,scooter,50.0,1.0,50.0,0,500,257,243,280,37,0.5428
Pune,Magarpatta,seasons_mall,Sunday,17.48,1,0,Cloudy,32.8,0.967,13.67,car,50.0,0.8,40.0,0,600,91,509,517,205,0.8332
Pune,Kharadi,eon_it_park,Monday,11.03,0,0,Clear,23.9,0.685,7.93,car,50.0,1.5,75.0,0,350,302,48,64,9,0.1127
Pune,Hadapsar,amanora_mall,Sunday,8.55,1,0,Cloudy,27.6,0.681,24.18,motorcycle,50.0,1.0,50.0,0,800,316,484,517,108,0.3788
Pune,Magarpatta,seasons_mall,Tuesday,6.93,0,0,Clear,17.2,0.1,16.13,car,50.0,0.8,40.0,0,600,108,492,503,204,0.8952
Pune,Hadapsar,amanora_mall,Thursday,20.6,0,0,Clear,18.2,0.408,8.77,scooter,50.0,0.8,40.0,0,800,145,655,672,227,0.7567
Pune,Hadapsar,amanora_mall,Tuesday,11.02,0,0,Clear,27.9,0.574,4.19,car,50.0,1.5,75.0,0,800,645,155,235,24,0.0952
Pune,Kharadi,pict_campus,Wednesday,13.37,0,0,Cloudy,28.4,0.552,12.33,scooter,50.0,1.2,60.0,0,500,373,127,151,50,0.3279
Pune,Kharadi,eon_it_park,Friday,16.92,0,0,Clear,16.7,0.674,10.88,scooter,50.0,1.5,75.0,0,350,308,42,63,14,0.2517
Pune,Hadapsar,amanora_mall,Wednesday,11.33,0,1,Cloudy,24.6,0.414,14.93,car,50.0,0.8,40.0,0,800,139,661,676,278,0.8286
Pune,Hadapsar,amanora_mall,Wednesday,12.65,0,0,Rainy,25.3,0.866,21.08,car,50.0,1.8,90.0,0,800,682,118,219,51,0.0475
Pune,Magarpatta,seasons_mall,Tuesday,22.08,0,0,Clear,34.0,0.384,6.88,motorcycle,50.0,0.8,40.0,0,600,75,525,534,121,0.802
Pune,Magarpatta,seasons_mall,Monday,11.42,0,0,Rainy,26.4,0.801,1.96,car,50.0,1.2,60.0,0,600,301,299,326,114,0.5559
Pune,Kharadi,pict_campus,Thursday,15.25,0,0,Cloudy,33.4,0.651,7.39,motorcycle,50.0,1.2,60.0,0,500,387,113,158,24,0.1532
Pune,Kharadi,pict_campus,Saturday,7.63,1,0,Clear,25.1,0.48,2.54,car,50.0,0.8,40.0,0,500,25,475,476,199,0.98
Pune,Kharadi,eon_it_park,Friday,18.6,0,0,Clear,32.4,0.766,11.93,car,50.0,1.0,50.0,0,350,207,143,155,53,0.6306
Pune,Hadapsar,amanora_mall,Tuesday,22.9,0,0,Clear,25.2,0.1,3.3,motorcycle,50.0,0.8,40.0,0,800,195,605,619,147,0.6328
Pune,Kharadi,eon_it_park,Monday,10.82,0,0,Clear,21.9,0.751,15.39,scooter,50.0,1.5,75.0,0,350,337,13,61,4,0.02
Pune,Kharadi,pict_campus,Saturday,15.18,1,0,Clear,38.9,0.46,17.65,motorcycle,50.0,1.3,65.0,1,500,270,230,245,51,0.5657
Pune,Hadapsar,amanora_mall,Wednesday,6.22,0,0,Rainy,27.3,0.37,12.26,bicycle,50.0,0.96,48.0,0,800,162,638,657,197,0.6638
Pune,Kharadi,pict_campus,Wednesday,19.98,0,0,Clear,33.3,0.635,6.73,motorcycle,50.0,1.0,50.0,0,500,291,209,241,93,0.5483
Pune,Hadapsar,amanora_mall,Wednesday,11.3,0,0,Clear,27.5,0.65,1.94,motorcycle,50.0,1.0,50.0,0,800,421,379,408,89,0.3359
Pune,Magarpatta,seasons_mall,Wednesday,7.53,0,0,Cloudy,19.8,0.468,1.22,car,50.0,0.8,40.0,0,600,80,520,530,213,0.7564
Pune,Magarpatta,seasons_mall,Tuesday,10.48,0,0,Clear,28.5,0.805,9.58,car,50.0,1.2,60.0,0,600,459,141,174,32,0.0995
Pune,Kharadi,kharadi_it_park,Wednesday,11.85,0,0,Cloudy,41.2,0.644,9.34,car,50.0,1.95,97.5,1,400,392,8,49,2,0.02
Pune,Kharadi,pict_campus,Monday,11.95,0,0,Cloudy,26.7,0.461,18.5,car,50.0,1.5,75.0,0,500,442,58,116,25,0.2218
Pune,Kharadi,kharadi_it_park,Tuesday,19.17,0,0,Clear,19.3,0.945,6.69,car,50.0,1.2,60.0,0,400,276,124,158,32,0.3158
Pune,Kharadi,eon_it_park,Sunday,19.47,1,0,Clear,22.4,0.975,23.14,car,50.0,1.0,50.0,0,350,117,233,240,70,0.8679
Pune,Hadapsar,amanora_mall,Monday,15.13,0,0,Clear,29.3,0.787,20.98,car,50.0,1.2,60.0,0,800,619,181,218,74,0.1158
Pune,Kharadi,kharadi_it_park,Friday,8.95,0,0,Clear,23.4,0.946,24.37,scooter,50.0,1.5,75.0,0,400,392,8,28,3,0.02
Pune,Magarpatta,seasons_mall,Wednesday,9.38,0,0,Cloudy,36.2,0.638,7.06,scooter,50.0,1.95,97.5,1,600,588,12,97,4,0.02
Pune,Kharadi,eon_it_park,Sunday,16.48,1,0,Cloudy,25.3,0.772,20.83,scooter,50.0,1.3,65.0,1,350,170,180,194,58,0.4053
Pune,Kharadi,eon_it_park,Tuesday,19.37,0,0,Clear,20.1,0.865,9.56,car,50.0,1.2,60.0,0,350,244,106,129,32,0.4452
Pune,Magarpatta,seasons_mall,Monday,7.48,0,0,Cloudy,16.3,0.409,11.33,motorcycle,50.0,0.8,40.0,0,600,127,473,482,172,0.7653
Pune,Magarpatta,seasons_mall,Wednesday,12.72,0,0,Cloudy,25.0,0.559,22.09,car,50.0,1.2,60.0,0,600,383,217,258,67,0.3392
Pune,Kharadi,pict_campus,Thursday,9.28,0,0,Cloudy,26.7,0.732,0.72,car,50.0,1.5,75.0,0,500,479,21,53,7,0.02
Pune,Kharadi,kharadi_it_park,Sunday,19.47,1,0,Clear,33.7,0.844,24.61,motorcycle,50.0,1.0,50.0,0,400,126,274,285,48,0.8309
Pune,Kharadi,pict_campus,Monday,21.27,0,0,Cloudy,40.2,0.173,6.49,motorcycle,50.0,0.8,40.0,0,500,130,370,389,162,0.8275
Pune,Kharadi,kharadi_it_park,Saturday,7.5,1,0,Clear,22.9,0.252,0.72,car,50.0,0.8,40.0,0,400,73,327,336,63,0.8456
Pune,Kharadi,eon_it_park,Wednesday,9.85,0,0,Clear,24.4,0.892,19.24,motorcycle,50.0,1.5,75.0,0,350,343,7,38,1,0.02
Pune,Magarpatta,seasons_mall,Thursday,17.13,0,0,Cloudy,24.8,0.852,23.9,scooter,50.0,1.0,50.0,0,600,272,328,356,68,0.5849
Pune,Hadapsar,amanora_mall,Tuesday,11.9,0,0,Clear,29.1,0.797,5.31,scooter,50.0,1.2,60.0,0,800,602,198,274,72,0.3035
Pune,Kharadi,kharadi_it_park,Friday,19.35,0,0,Clear,32.0,0.837,11.59,motorcycle,50.0,1.0,50.0,0,400,233,167,184,67,0.3695
Pune,Magarpatta,seasons_mall,Saturday,9.8,1,0,Cloudy,28.9,0.98,1.12,car,50.0,0.8,40.0,0,600,90,510,519,212,0.622
Pune,Kharadi,kharadi_it_park,Friday,9.77,0,0,Cloudy,22.0,0.614,12.06,car,50.0,1.5,75.0,0,400,392,8,54,2,0.02
Pune,Kharadi,eon_it_park,Thursday,8.03,0,0,Cloudy,26.2,0.619,2.96,car,50.0,1.5,75.0,0,350,343,7,41,1,0.02
Pune,Kharadi,kharadi_it_park,Tuesday,8.95,0,0,Cloudy,27.2,0.991,20.05,bicycle,50.0,1.95,97.5,1,400,392,8,50,3,0.0603
Pune,Kharadi,kharadi_it_park,Wednesday,8.33,0,0,Clear,16.1,0.975,20.9,car,50.0,1.5,75.0,0,400,392,8,38,2,0.02
Pune,Kharadi,pict_campus,Wednesday,21.95,0,0,Clear,30.3,0.336,20.54,car,50.0,0.8,40.0,0,500,118,382,394,170,0.6352
